,V1,V2,angles,r,assigned_phase,gene_biotype,gene_symbols
ENSG00000085999,1.1921918616926799,-0.7568516643538641,2.136440673697659,1.4121423005212583,S,protein_coding,RAD54L
ENSG00000167085,0.7890044781567359,-1.1706657384397299,2.548544527739631,1.4117316804931528,S,protein_coding,PHB
ENSG00000165025,1.35845901618094,-0.3828341912733079,1.8454873278790038,1.4113727064993056,S,protein_coding,SYK
ENSG00000100591,1.38280427201662,-0.281247128814357,1.7714483723844978,1.4111157295465648,S,protein_coding,AHSA1
ENSG00000115159,1.3137575136678201,-0.512039377377229,1.9424369641707224,1.4100152937835506,S,protein_coding,GPD2
ENSG00000204469,1.22459336452125,0.697262731482307,1.0531935633279137,1.4091856602817254,G2,protein_coding,PRRC2A
ENSG00000104442,1.39982480146882,0.154202567573414,1.4610802208055207,1.4082925500951335,S,protein_coding,ARMC1
ENSG00000164379,0.40461736861937503,1.3471623600491598,0.29177592652240425,1.4066135358803034,M/G1,protein_coding,FOXQ1
ENSG00000130299,0.792617671560821,-1.16115713263901,2.54263330510834,1.4058906998586145,S,protein_coding,GTPBP3
ENSG00000171867,1.13209108777896,0.8331579861811741,0.9363505741837479,1.405625291806468,G2,protein_coding,PRNP
ENSG00000256269,1.06656652372796,-0.913809484701725,2.2792115566135513,1.4044970359057285,S,protein_coding,HMBS
ENSG00000113649,1.40243256417351,-0.0564906971684147,1.6110550714236052,1.4035698400581498,S,protein_coding,TCERG1
ENSG00000112419,1.3608562061750902,0.336616844681165,1.3283070570929512,1.4018703627683848,G2,protein_coding,PHACTR2
ENSG00000093010,0.16759834238693802,-1.39175670432689,3.0217475855358877,1.4018116593928356,G1/S,protein_coding,COMT
ENSG00000159147,1.28985051235891,-0.5471563677898189,1.9719903417867375,1.4011047195143873,S,protein_coding,DONSON
ENSG00000122034,1.12440604913237,-0.835461870552189,2.209818507620675,1.4008160123556654,S,protein_coding,GTF3A
ENSG00000270190,-0.0519777630458319,-1.3996585616488897,3.1787116269646667,1.4006233530283176,G1/S,lincRNA,AC068491.3
ENSG00000068745,-1.21376964769877,0.696194008564354,5.233155446383684,1.3992579659361244,G1,protein_coding,IP6K2
ENSG00000116161,1.2833075034738899,-0.5567266881868921,1.980115272220716,1.3988648089833173,S,protein_coding,CACYBP
ENSG00000188064,0.7659772261055501,1.17001034242199,0.5796550926129154,1.3984438895739706,G2/M,protein_coding,WNT7B
ENSG00000126602,1.12202975529265,-0.8342832218820929,2.2101554898783005,1.39820573095523,S,protein_coding,TRAP1
ENSG00000137135,0.856486566397113,1.1018344827606699,0.6607627323811339,1.3955674350668938,G2/M,protein_coding,ARHGEF39
ENSG00000163975,1.21112974078831,-0.692779269624672,2.090381227850662,1.3952699973279912,S,protein_coding,MELTF
ENSG00000169592,1.3702283775934898,0.262921236294861,1.3812192332388145,1.3952252087950912,S,protein_coding,INO80E
ENSG00000169991,-0.926035265241822,-1.04324742767833,3.8675407227341974,1.3949575290412766,G1/S,protein_coding,IFFO2
ENSG00000103540,1.3739160641099502,-0.240967089566869,1.7444175202870762,1.3948872676577504,S,protein_coding,CCP110
ENSG00000084463,1.3717454054708502,-0.251448609717592,1.7520892661259975,1.3946009682913951,S,protein_coding,WBP11
ENSG00000103855,1.3805163996063,0.19185986958418302,1.4327039729129796,1.3937846817707535,S,protein_coding,CD276
ENSG00000130511,0.632794952069197,-1.2408561706736798,2.6700037520520565,1.392893925488659,S,protein_coding,SSBP4
ENSG00000113569,1.33011771937519,-0.4087270401885829,1.868924382755286,1.3914995295641233,S,protein_coding,NUP155
ENSG00000055332,1.3904538165846398,0.0374582680875295,1.5438632421391125,1.390958280432202,S,protein_coding,EIF2AK2
ENSG00000175602,1.1482083472605,-0.7848440399478659,2.1703883189557085,1.3908136380408327,S,protein_coding,CCDC85B
ENSG00000101966,-1.37570830236254,-0.19832766976153698,4.56921139941378,1.3899306449540074,G1,protein_coding,XIAP
ENSG00000285730,1.3830947531928999,-0.13652207352631301,1.6691852909332061,1.389816309038591,S,,Z94721.3
ENSG00000117280,-0.14668580669146,-1.38176463565862,3.24735485764121,1.3895287813649355,G1/S,protein_coding,RAB29
ENSG00000184164,1.38924815744816,-0.0169206836838037,1.5829754662536781,1.389351198405009,S,protein_coding,CRELD2
ENSG00000119396,1.3477201648284998,0.333027195522088,1.3285450562862815,1.388256732612043,G2,protein_coding,RAB14
ENSG00000111144,-1.17543564292576,0.7368627566611031,5.27234252098221,1.387305183733736,G1,protein_coding,LTA4H
ENSG00000136868,1.17666585771469,-0.733282989580378,2.1280909250809334,1.3864510389910578,S,protein_coding,SLC31A1
ENSG00000168724,1.30804102356102,-0.457318018216731,1.9071330634740398,1.3856807313029358,S,protein_coding,DNAJC21
ENSG00000165527,1.3764554118969097,0.14625175153078399,1.464941044555763,1.384203408378304,S,protein_coding,ARF6
ENSG00000169180,1.26318414702399,-0.565685491421975,1.9918400832026464,1.384064400415691,S,protein_coding,XPO6
ENSG00000137440,1.06821372329252,-0.8792544035495609,2.2594690750959177,1.3835349163616226,S,protein_coding,FGFBP1
ENSG00000105202,1.34753097487511,-0.311821784720227,1.7981961640766484,1.3831386603207838,S,protein_coding,FBL
ENSG00000165672,1.34029943594469,-0.33918693614911793,1.8186604553642287,1.3825521167926655,S,protein_coding,PRDX3
ENSG00000118412,1.05037838418509,-0.8989066583924109,2.2786440311094065,1.3825078410141083,S,protein_coding,CASP8AP2
ENSG00000187051,1.3754713573184298,0.132458254689032,1.4747921052821522,1.3818345212212164,S,protein_coding,RPS19BP1
ENSG00000186298,1.22525520592165,0.638647650232569,1.0903042664808282,1.3817094994193557,G2,protein_coding,PPP1CC
ENSG00000136856,1.0999915395257098,0.8349184337222629,0.921545720486867,1.3809671169138598,G2,protein_coding,SLC2A8
ENSG00000104635,1.21229489959049,-0.6593986557495389,2.068964202525694,1.3800237355847962,S,protein_coding,SLC39A14
ENSG00000189060,0.00987529701280629,1.3795967384978403,0.007157981805437475,1.379632082246919,M/G1,protein_coding,H1F0
ENSG00000130522,0.0219669870511183,-1.3773209622184301,3.125644936727474,1.3774961275758297,G1/S,protein_coding,JUND
ENSG00000171634,-0.140902584224837,1.36655517734252,6.180440518712856,1.3738000549435436,M/G1,protein_coding,BPTF
ENSG00000124788,-1.29977958428579,0.44203824589646795,5.0402055434225765,1.3728892084073527,G1,protein_coding,ATXN1
ENSG00000174891,1.33263361905631,0.32811489809242794,1.3293828149752362,1.372432784871202,G2,protein_coding,RSRC1
ENSG00000110200,0.786631965763767,1.12448053616319,0.6104248464643401,1.372314222680514,G2/M,protein_coding,ANAPC15
ENSG00000182054,1.28352514614311,0.48434835160749895,1.2099600621724984,1.3718710312877787,G2,protein_coding,IDH2
ENSG00000273749,1.0927475955897101,-0.827662320003269,2.2190255299695574,1.370810790598136,S,protein_coding,CYFIP1
ENSG00000128422,-1.2963668682273501,-0.444378922242657,4.382153554679515,1.3704158797865462,G1,protein_coding,KRT17
ENSG00000213676,-0.00236183308913607,1.36874358453487,6.281459760647939,1.3687456222618233,M/G1,protein_coding,ATF6B
ENSG00000146540,1.28443680267171,-0.472065019935252,1.9229991571909293,1.3684382642647768,S,protein_coding,C7orf50
ENSG00000143631,1.0508195285122401,-0.8753756528700541,2.2653619985512963,1.3676637800060218,S,protein_coding,FLG
ENSG00000065135,1.1538386167380101,0.734143031962417,1.0041398449081111,1.3675926092425534,G2,protein_coding,GNAI3
ENSG00000112941,1.1622279571922,0.7204848361355409,1.015860575595817,1.367432712633573,G2,protein_coding,TENT4A
ENSG00000118263,-1.27081454001932,0.5024856866123639,5.088927383744922,1.3665509358874315,G1,protein_coding,KLF7
ENSG00000100410,0.488649445823335,-1.27615484090003,2.7759073397430796,1.366509955637365,G1/S,protein_coding,PHF5A
ENSG00000085491,0.525272386692364,1.2614436876111499,0.3945687673320604,1.3664374326091586,M/G1,protein_coding,SLC25A24
ENSG00000112096,0.885856965444864,-1.0399342496912098,2.4360316927199697,1.366091434314703,S,protein_coding,SOD2
ENSG00000072518,1.10064911755681,0.8088102311799179,0.9370629791877334,1.3658705905172337,G2,protein_coding,MARK2
ENSG00000177917,0.9885718891412709,-0.9416445367878591,2.3318873144827323,1.365272432030605,S,protein_coding,ARL6IP6
ENSG00000148153,1.27352519374334,-0.49113333746062204,1.9388700064363125,1.3649462898825804,S,protein_coding,INIP
ENSG00000182173,0.592368301722787,-1.22913250673449,2.692497029339474,1.3644291568261615,S,protein_coding,TSEN54
ENSG00000144746,-1.06683406383094,-0.850277911492488,4.039473586576195,1.364224118875658,G1,protein_coding,ARL6IP5
ENSG00000147155,1.12577961922296,-0.768498998793588,2.1697740819924167,1.3630739019600295,S,protein_coding,EBP
ENSG00000100243,1.3549262687795,-0.143248004272544,1.6761288744173062,1.362477590478759,S,protein_coding,CYB5R3
ENSG00000165152,1.1021326194729801,-0.8007425375271509,2.1991126709171422,1.3623086736535863,S,protein_coding,TMEM246
ENSG00000125944,1.32088212943414,0.329753622701146,1.3261503814103288,1.36142096779174,G2,protein_coding,HNRNPR
ENSG00000018408,0.539329587701895,-1.24962097539396,2.734149658988545,1.361039671102664,G1/S,protein_coding,WWTR1
ENSG00000144554,1.30059276823372,0.40110546772729705,1.2716491711940991,1.3610389946737693,G2,protein_coding,FANCD2
ENSG00000196154,1.325883358079,-0.30676577589462894,1.7981627320218574,1.3609084908586173,S,protein_coding,S100A4
ENSG00000184678,-1.04473840852533,0.8716515748530591,5.407712331215359,1.3606082500822407,G1,protein_coding,HIST2H2BE
ENSG00000144034,1.35166387099384,0.148675968490782,1.4612419588107977,1.3598160771798236,S,protein_coding,TPRKB
ENSG00000026297,-0.453787299343316,-1.28182642489683,3.4818408750124723,1.3597800912681024,G1/S,protein_coding,RNASET2
ENSG00000099385,1.1560176815646002,-0.715385562599953,2.1249509463270044,1.3594680515798983,S,protein_coding,BCL7C
ENSG00000171067,1.31575584451333,-0.34192889196258197,1.8250450483373808,1.359459013552724,S,protein_coding,C11orf24
ENSG00000174695,0.9683321321381191,0.9531722237577019,0.7932876036677856,1.3587510464667023,G2/M,protein_coding,TMEM167A
ENSG00000065621,1.13150155314653,-0.751866977238522,2.157287740397227,1.3585285113808994,S,protein_coding,GSTO2
ENSG00000173692,1.3571309060756498,0.0613265220271106,1.525638685666312,1.3585158219651532,S,protein_coding,PSMD1
ENSG00000275700,1.35743160572118,0.045485941400824,1.537300032640279,1.3581934821946025,S,protein_coding,AATF
ENSG00000148334,0.284648780251849,-1.32729426856343,2.9303346719351,1.3574737579269058,G1/S,protein_coding,PTGES2
ENSG00000155189,1.1372564102696299,-0.738578307807587,2.1467768487638863,1.3560420566720206,S,protein_coding,AGPAT5
ENSG00000119421,0.6686666862554029,-1.17968796119519,2.625930184253894,1.3560157901354415,S,protein_coding,NDUFA8
ENSG00000140259,1.1319705483801101,-0.746500457845815,2.1537999618933448,1.3559573208489928,S,protein_coding,MFAP1
ENSG00000244754,-1.3545108394074499,0.0623940203929488,4.758420317889068,1.3559471331335415,G1,protein_coding,N4BP2L2
ENSG00000130202,0.10370029935192,1.35132439340773,0.0765896425657789,1.3552975202162982,M/G1,protein_coding,NECTIN2
ENSG00000167775,1.31667196565399,-0.320429865662885,1.809519162008114,1.355101606503319,S,protein_coding,CD320
ENSG00000072274,0.9558457767813241,-0.9603073102179008,2.3585228664605844,1.3549285143684269,S,protein_coding,TFRC
ENSG00000161996,1.24675156533246,-0.530503901045064,1.9730979475835209,1.3549257746027898,S,protein_coding,WDR90
ENSG00000139793,-1.34236151158546,0.179968255243975,4.845662666549599,1.3543718103539963,G1,protein_coding,MBNL2
ENSG00000100558,1.3123086921784801,-0.333829462952199,1.8198962087380757,1.354103472376519,S,protein_coding,PLEK2
ENSG00000196419,1.3522649139970202,0.0478449094720247,1.5354297656446891,1.3531110571530167,S,protein_coding,XRCC6
ENSG00000109083,-0.953034109556766,-0.960517547624785,3.923080078602082,1.3530956999687012,G1/S,protein_coding,IFT20
ENSG00000170606,1.25809314558945,-0.49576517701344697,1.9461722317271752,1.3522505218036824,S,protein_coding,HSPA4
ENSG00000170515,1.28957572964576,-0.406807477511608,1.8763741044081548,1.3522196146524246,S,protein_coding,PA2G4
ENSG00000117410,1.0089137541114301,-0.8996591490754241,2.2990127600817343,1.3517742221799969,S,protein_coding,ATP6V0B
ENSG00000130707,0.804717720298974,-1.08505036525927,2.5034628745094016,1.3508904117331106,S,protein_coding,ASS1
ENSG00000128185,1.2646847246963302,-0.474640313273146,1.9298328514990348,1.3508185962090775,S,protein_coding,DGCR6L
ENSG00000177030,0.9446226486633141,-0.964800525370768,2.366761621631294,1.3502414606741289,S,protein_coding,DEAF1
ENSG00000185298,1.35013603627278,-0.0163282882615694,1.5828895469097743,1.350234768268069,S,protein_coding,CCDC137
ENSG00000182180,1.20950842072033,-0.599400500753257,2.030896588597813,1.3498857655730139,S,protein_coding,MRPS16
ENSG00000125484,1.2765430891907,-0.4361426852750371,1.9000213484638497,1.3489932173585808,S,protein_coding,GTF3C4
ENSG00000173559,-0.549643536934848,-1.23118088983777,3.561478849031654,1.3483005604077947,G1/S,protein_coding,NABP1
ENSG00000149547,1.21034354276469,-0.5923103093325429,2.025906822811417,1.3475025024295106,S,protein_coding,EI24
ENSG00000150753,1.30940890278058,-0.316404986119476,1.8078909908291383,1.3470945734885535,S,protein_coding,CCT5
ENSG00000164105,1.10076838615682,0.7755879848105541,0.9569979281817561,1.346561458732867,G2,protein_coding,SAP30
ENSG00000061676,1.3075863117408701,-0.320915759313822,1.8114654958519614,1.3463910602897136,S,protein_coding,NCKAP1
ENSG00000159593,1.32929897699044,-0.212965759543425,1.7296554386390823,1.3462504168860034,S,protein_coding,NAE1
ENSG00000137815,1.2467293189956001,-0.505765017970717,1.956184043971932,1.3454115534832278,S,protein_coding,RTF1
ENSG00000179262,1.3443505528099098,0.00497758420803315,1.5670937497761415,1.344359767764886,S,protein_coding,RAD23A
ENSG00000101608,-1.32221414667033,0.242532686754952,4.893801505105711,1.3442739132333577,G1,protein_coding,MYL12A
ENSG00000114738,0.618631470057547,-1.1925782626014099,2.6630700328362726,1.3434834603280232,S,protein_coding,MAPKAPK3
ENSG00000148346,1.3387188415701599,-0.11193509958311999,1.6542158844199264,1.343390339139609,S,protein_coding,LCN2
ENSG00000134684,1.3348069284457,-0.15020910182055802,1.6828573393767265,1.3432320389628827,S,protein_coding,YARS
ENSG00000160049,1.0778829451696201,-0.8013817227270269,2.2101099530094555,1.3431471658044296,S,protein_coding,DFFA
ENSG00000198331,0.789169726513678,1.08668879808192,0.6281041401265797,1.3430120629102336,G2/M,protein_coding,HYLS1
ENSG00000188690,1.03825322204695,-0.8513530989473571,2.257605600924065,1.34267339743444,S,protein_coding,UROS
ENSG00000120690,-1.22504126542187,-0.548974362424956,4.29109353312556,1.3424227920391933,G1,protein_coding,ELF1
ENSG00000122483,1.0373942802204001,0.8511934612302371,0.8836731799137677,1.3419080449401566,G2,protein_coding,CCDC18
ENSG00000124571,1.34133075037948,0.0171810844642638,1.5579880429932036,1.341440781986647,S,protein_coding,XPO5
ENSG00000148688,1.0652955911127,-0.814966793071867,2.223837797711583,1.34127758881374,S,protein_coding,RPP30
ENSG00000160888,0.752623065747275,1.1101746171821498,0.5957612873023458,1.3412416485221297,G2/M,protein_coding,IER2
ENSG00000121621,0.93224773142898,0.96349703432257,0.7689157372975467,1.3406760861232914,G2/M,protein_coding,KIF18A
ENSG00000073008,0.886860377562273,-1.00528985708803,2.418702842276517,1.3405704107035814,S,protein_coding,PVR
ENSG00000110801,0.21457343189539801,1.32304838448783,0.16078118546949016,1.340335325719361,M/G1,protein_coding,PSMD9
ENSG00000183155,0.914511869807663,-0.979795485732614,2.3906439095583853,1.3402727908456236,S,protein_coding,RABIF
ENSG00000132604,1.2595616194773,-0.456385406460221,1.9184189775241913,1.3396951565524673,S,protein_coding,TERF2
ENSG00000072135,1.2660392648564198,-0.4378462809012821,1.9037598155504754,1.3396136703756305,S,protein_coding,PTPN18
ENSG00000178074,1.20085112494118,0.592510710106891,1.1124354350255776,1.3390714565936612,G2,protein_coding,C2orf69
ENSG00000127824,1.2223728756538101,0.54619329200901,1.1505814137245052,1.3388512088241191,G2,protein_coding,TUBA4A
ENSG00000129484,1.33333527858478,-0.11435695018302901,1.6563545332775162,1.3382303528069885,S,protein_coding,PARP2
ENSG00000182552,1.2179202001195701,-0.552359427421559,1.9965792525698332,1.3373221567448759,S,protein_coding,RWDD4
ENSG00000170430,-0.712453006610367,-1.13128335879235,3.703617695839809,1.3369335527649282,G1/S,protein_coding,MGMT
ENSG00000127084,-1.12856929025698,0.715674193603476,5.277535960284805,1.3363600541400245,G1,protein_coding,FGD3
ENSG00000173020,1.19622643003351,0.595353474469935,1.1089960513214239,1.3361898934934882,G2,protein_coding,GRK2
ENSG00000087338,0.9984572446692049,-0.8869144117035469,2.297101119656046,1.3354901883278174,S,protein_coding,GMCL1
ENSG00000189280,0.598849492168694,-1.19353223230009,2.676549575934183,1.3353426166381193,S,protein_coding,GJB5
ENSG00000132300,1.33444790155421,-0.0253839628307705,1.5898161040587602,1.3346893074912334,S,protein_coding,PTCD3
ENSG00000074071,0.932705379879797,-0.952672862131456,2.366784797919137,1.3332385037563446,S,protein_coding,MRPS34
ENSG00000133275,1.24717908222009,-0.469668333159835,1.9309554390817807,1.3326830104343959,S,protein_coding,CSNK1G2
ENSG00000135316,1.32155204179512,0.16372050338403601,1.4475393072613054,1.3316546858706175,S,protein_coding,SYNCRIP
ENSG00000087087,1.27401729249591,0.385416278073439,1.2770288046598341,1.3310393566617746,G2,protein_coding,SRRT
ENSG00000173727,-1.30631434194947,-0.253328710381048,4.520840276867029,1.3306511922687334,G1,transcribed_unprocessed_pseudogene,AP000769.1
ENSG00000131051,1.2238795347458,-0.518918260903011,1.9718150466517128,1.3293446795576387,S,protein_coding,RBM39
ENSG00000182087,1.2943429091301202,-0.301945630611399,1.7999786447388297,1.3290954556617587,S,protein_coding,TMEM259
ENSG00000134440,1.3040716783147601,-0.255588138079123,1.7643354721549003,1.3288823268105525,S,protein_coding,NARS
ENSG00000095787,1.3196142536236999,-0.131094629192937,1.6698145848821386,1.326109942715938,S,protein_coding,WAC
ENSG00000076554,0.655819288959397,-1.15232131537171,2.624181903429487,1.3258745618010765,S,protein_coding,TPD52
ENSG00000102804,-1.05185818181085,-0.8053429590851658,4.058954225019734,1.3247576821405784,G1,protein_coding,TSC22D1
ENSG00000165916,1.3178801839269199,0.13393088790100602,1.4695180365970728,1.3246681327491818,S,protein_coding,PSMC3
ENSG00000114999,1.19272897331384,-0.57606075206994,2.02073309054681,1.3245559232654813,S,protein_coding,TTL
ENSG00000076356,1.24892458354633,-0.43954421874834904,1.9091967466926083,1.3240134952565517,S,protein_coding,PLXNA2
ENSG00000120913,1.2438373928909299,-0.452633305308672,1.9198007807371906,1.3236345300075694,S,protein_coding,PDLIM2
ENSG00000083807,0.557562928365054,-1.20031079598372,2.7067334465298836,1.323488732873116,S,protein_coding,SLC27A5
ENSG00000134905,0.9622109900848008,-0.90731531842875,2.3268395127499506,1.3225245088448971,S,protein_coding,CARS2
ENSG00000122687,1.01660823340742,-0.8458466736538209,2.2647638397139116,1.3224783157250588,S,protein_coding,MRM2
ENSG00000115392,1.07159660558148,-0.773941294762626,2.1962877531780096,1.3218564267092703,S,protein_coding,FANCL
ENSG00000112667,1.12305750058955,-0.694892268821299,2.1248889139344302,1.3206564333308113,S,protein_coding,DNPH1
ENSG00000225470,-0.0391583631546572,-1.32006712431089,3.1712478754486284,1.3206477918398132,G1/S,lincRNA,JPX
ENSG00000108773,0.6969822407861022,-1.12148544802336,2.585527637540589,1.320421847024417,S,protein_coding,KAT2A
ENSG00000122873,0.7033825986930439,-1.11660456089328,2.5794560942657614,1.3196790615721135,S,protein_coding,CISD1
ENSG00000108883,1.3157524558664098,0.0846830089035474,1.5065240770285766,1.3184747768218574,S,protein_coding,EFTUD2
ENSG00000272009,0.643000159969487,1.1504299073568798,0.5096670179373669,1.3179295039803705,G2/M,antisense,AL121944.1
ENSG00000136997,0.430791360828845,-1.2449974228271599,2.8084697809319237,1.3174216407100037,G1/S,protein_coding,MYC
ENSG00000179218,1.22904804605756,-0.468125111499773,1.9347158339261934,1.3151806794256753,S,protein_coding,CALR
ENSG00000112651,1.19143141986827,-0.55673018456165,2.0079257162957624,1.3150883341629074,S,protein_coding,MRPL2
ENSG00000133739,1.3113673530496899,-0.0941543850925863,1.6424719663198475,1.3147430862631349,S,protein_coding,LRRCC1
ENSG00000196776,1.2149430041994198,-0.5012854318802671,1.9621173252525566,1.3142958524124229,S,protein_coding,CD47
ENSG00000173540,1.14049786582374,-0.6530927343265861,2.0908538987205834,1.3142547323782716,S,protein_coding,GMPPB
ENSG00000160886,1.21517674795651,-0.496007618897136,1.958332201691351,1.3125083187462723,S,protein_coding,LY6K
ENSG00000172965,-0.33774102454187294,-1.2678685339767,3.4019319607609946,1.3120821693426141,G1/S,lincRNA,MIR4435-2HG
ENSG00000162734,1.1578871122835601,-0.61587172683088,2.0596313982601178,1.3114879140510645,S,protein_coding,PEA15
ENSG00000157483,-0.061460914935363,-1.31000021712602,3.188474996135049,1.3114411969032052,G1/S,protein_coding,MYO1E
ENSG00000161179,1.27495745532252,-0.306672956360618,1.8068478979152747,1.311321781655989,S,protein_coding,YDJC
ENSG00000188130,1.08006863927149,-0.740065966428069,2.1715220408028477,1.3092921370736479,S,protein_coding,MAPK12
ENSG00000135441,1.30596700305401,0.0898189549537455,1.502128636605387,1.3090520454645245,S,protein_coding,BLOC1S1
ENSG00000053371,1.149791249256,-0.62556095085966,2.069071348278448,1.3089485933779506,S,protein_coding,AKR7A2
ENSG00000118007,1.3045694903593001,0.10661595547880301,1.4892525369852603,1.3089188351991052,S,protein_coding,STAG1
ENSG00000125835,1.30714085531014,-0.0595574922458018,1.6163280148413937,1.308496966180485,S,protein_coding,SNRPB
ENSG00000144320,1.2107400580399499,-0.494877435805313,1.9588140838631765,1.307973686513541,S,protein_coding,LNPK
ENSG00000172922,1.1562008212898702,-0.6108966743437021,2.0568780208384707,1.307667804098413,S,protein_coding,RNASEH2C
ENSG00000137814,1.2591166949763,0.351164554213412,1.2988102229120815,1.3071692299407698,G2,protein_coding,HAUS2
ENSG00000139921,1.2295867646420502,-0.443621969393912,1.9170506337002118,1.307166425330699,S,protein_coding,TMX1
ENSG00000136802,1.1252410874710401,-0.6649158655312389,2.1045049646891343,1.307012093734471,S,protein_coding,LRRC8A
ENSG00000102265,-0.8528635201974499,-0.9892058120355841,3.8531097051130634,1.30610272285474,G1/S,protein_coding,TIMP1
ENSG00000117676,1.1787036812506,-0.5624573901311251,2.016024309479472,1.3060247638949396,S,protein_coding,RPS6KA1
ENSG00000165312,-1.29931512441636,0.126016525813055,4.809073468730745,1.3054117960686173,G1,protein_coding,OTUD1
ENSG00000168077,1.25238461863795,0.367286161523317,1.2855257199275725,1.3051307817408397,G2,protein_coding,SCARA3
ENSG00000272047,-0.164601785885079,-1.29466895716109,3.268052323598234,1.3050905932360182,G1/S,protein_coding,GTF2H5
ENSG00000158286,-1.15933658442004,-0.596974827603396,4.236870444257237,1.3040093024080883,G1,protein_coding,RNF207
ENSG00000136877,0.908623900996059,-0.935156737973029,2.3705839490711598,1.3038847794332338,S,protein_coding,FPGS
ENSG00000134049,1.16298542906688,-0.58939707562682,2.0398664305208922,1.3038113440905943,S,protein_coding,IER3IP1
ENSG00000147601,0.45198701728044105,1.22262335880852,0.3541039014901807,1.303495355302157,M/G1,protein_coding,TERF1
ENSG00000006125,1.1717680373806298,0.570990384619241,1.117368639104988,1.3034839288439586,G2,protein_coding,AP2B1
ENSG00000004897,0.77167459744947,1.05005294935022,0.6337611000734339,1.3031089289801898,G2/M,protein_coding,CDC27
ENSG00000055130,1.29532107308842,-0.138941102384163,1.677651600103505,1.3027514391927042,S,protein_coding,CUL1
ENSG00000060688,1.29462248559875,0.143438122867825,1.460451048566096,1.3025443851591894,S,protein_coding,SNRNP40
ENSG00000124733,0.995098664939359,-0.8388263975033149,2.2711879240513517,1.3014803410395732,S,protein_coding,MEA1
ENSG00000132670,1.29209394700828,-0.15530835440534602,1.6904213882300014,1.301394426314917,S,protein_coding,PTPRA
ENSG00000171681,0.0944560709589018,1.2977208298574798,0.07265799643026806,1.3011538347124751,M/G1,protein_coding,ATF7IP
ENSG00000167005,1.2875710458318799,0.18564501828499202,1.4276008115037997,1.3008855717850958,S,protein_coding,NUDT21
ENSG00000074696,0.918578776217485,-0.920960635733922,2.35748930245343,1.3007518828310962,S,protein_coding,HACD3
ENSG00000084090,0.753697399167722,-1.05874066792965,2.5229372690173086,1.2996120849854813,S,protein_coding,STARD7
ENSG00000183010,1.16772037227797,-0.569710141085896,2.0247028944169365,1.2992846157363338,S,protein_coding,PYCR1
ENSG00000132436,1.2601745472755501,-0.316304097480265,1.8167161583004738,1.2992644733401828,S,protein_coding,FIGNL1
ENSG00000174564,1.1474874609488102,-0.6088095186732231,2.0585910260785965,1.2989905708133023,S,protein_coding,IL20RB
ENSG00000117472,-1.2327132665082001,-0.406243865585688,4.394044933958408,1.297927608054979,G1,protein_coding,TSPAN1
ENSG00000172115,1.25733060975415,-0.32149490522883195,1.821129076141566,1.297782430268201,S,protein_coding,CYCS
ENSG00000158864,-1.05822310355141,-0.751159324988115,4.095095607220323,1.2977197187399825,G1,protein_coding,NDUFS2
ENSG00000122140,1.1105795084169698,-0.671104162392169,2.1143590398888894,1.2976007249133967,S,protein_coding,MRPS2
ENSG00000172465,-1.28090963002657,-0.207091352815927,4.552100736576804,1.297542411139588,G1,protein_coding,TCEAL1
ENSG00000124145,0.45731258157235494,1.21409725404162,0.36023294311790083,1.2973692379333548,M/G1,protein_coding,SDC4
ENSG00000171307,0.725416201836082,-1.07519507878271,2.5480605643567538,1.2970247196275193,S,protein_coding,ZDHHC16
ENSG00000141401,1.2562573962975199,-0.32006974892158696,1.8202690949263314,1.2963900994403466,S,protein_coding,IMPA2
ENSG00000100479,1.15013240955006,-0.5973724161096021,2.049838857436099,1.2960163436569967,S,protein_coding,POLE2
ENSG00000006327,0.661455194619208,-1.11448529124172,2.605960849473595,1.2959939964686857,S,protein_coding,TNFRSF12A
ENSG00000138032,0.705520023795425,1.08632882589568,0.5759909196426515,1.2953257590074334,G2/M,protein_coding,PPM1B
ENSG00000189091,1.29491472188022,0.0276727195489762,1.549429276425625,1.2952103753249369,S,protein_coding,SF3B3
ENSG00000151849,1.25579021603359,-0.312836600691747,1.8149421911304282,1.2941699291121156,S,protein_coding,CENPJ
ENSG00000175768,1.0187549900016,-0.795872261789396,2.2339809875315746,1.292777779333683,S,protein_coding,TOMM5
ENSG00000111832,0.982436135794588,-0.839410606495411,2.277849381334285,1.2922039031097206,S,protein_coding,RWDD1
ENSG00000075391,0.712917051619273,-1.07753097576852,2.557091388566764,1.2920231136594176,S,protein_coding,RASAL2
ENSG00000180900,1.2263299769054599,0.406697528017476,1.250572415850629,1.29200932332258,G2,protein_coding,SCRIB
ENSG00000103549,0.952993775938185,-0.8711749502986601,2.3113718682803213,1.2911788919451836,S,protein_coding,RNF40
ENSG00000130748,1.2262253435932,-0.39975870429675897,1.8859392387397818,1.2897424606995325,S,protein_coding,TMEM160
ENSG00000109079,-0.7121315876591559,-1.07410940250577,3.7270505925567257,1.2887367484064587,G1/S,protein_coding,TNFAIP1
ENSG00000100376,-0.7778780081455942,-1.02654442853591,3.7900439826496735,1.2879781284302445,G1/S,protein_coding,FAM118A
ENSG00000015676,1.25495229768375,0.289312614814357,1.344218223140344,1.2878691931063666,G2,protein_coding,NUDCD3
ENSG00000197632,1.03818566042561,-0.761216201296765,2.2034700246981727,1.287353708438375,S,protein_coding,SERPINB2
